,tile,dither,fiber,fiber_ra,fiber_dec,objID,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
81,,,,,,1.2376623067224476e+18,,,21.686239999999998,0.23138779999999998,19.439770000000003,0.01673228,17.97774,0.00823161,17.43966,0.007836181,17.06622,0.02137866,0.24809699999999998,0.015046,5.300936968229093e+18,203.78652,41.020877,0.2406701,3.8141609999999995e-05
82,,,,,,1.2376623067224476e+18,,,21.60797,0.21264349999999999,19.4357,0.01624768,17.905,0.007743631999999999,17.37376,0.0073525000000000005,17.02175,0.02000177,0.265165,0.012865999999999999,1.6483614959411139e+18,203.78655,40.986785999999995,0.23918760000000003,4.546738e-05
83,,,,,,1.2376623067224476e+18,,,23.928720000000002,0.8373594999999999,20.47958,0.02533202,19.17472,0.01347798,18.70399,0.01345227,18.42086,0.04171519,0.233303,0.059775999999999996,,,,,
84,,,,,,1.2376623067224476e+18,,,20.84055,0.07754683,19.95535,0.01734485,19.41358,0.01579063,19.16538,0.0189357,19.11841,0.07721486,0.179355,0.04086,,,,,
85,,,,,,1.2376623067224476e+18,,,21.23979,0.18446300000000002,18.99654,0.01354026,17.61063,0.007140059,17.10226,0.006892754,16.72158,0.01855501,0.219219,0.010937,1.648453854917847e+18,203.83196999999998,41.041708,0.2235317,4.328246e-05
86,,,,,,1.2376623067224476e+18,,,21.1676,0.1171058,19.72626,0.01688206,18.88402,0.01245497,18.43345,0.01265242,18.14706,0.03968162,0.13498800000000002,0.022059,,,,,
87,,,,,,1.2376623067224476e+18,,,25.636860000000002,1.264035,21.30981,0.08158096,20.4027,0.05671899,19.555120000000002,0.04330003,19.07229,0.1315002,0.4509,0.108636,5.300943840176767e+18,203.83037,41.045823,0.6963951999999999,0.0001198834
88,,,,,,1.2376623067224476e+18,,,22.921860000000002,0.44451620000000003,20.592570000000002,0.02871388,19.32925,0.01554717,18.859189999999998,0.01551253,18.679170000000003,0.054679,0.189119,0.026216000000000003,,,,,
89,,,,,,1.2376623067224476e+18,,,20.21781,0.05377633,19.55947,0.01440037,19.306820000000002,0.01567459,19.21561,0.02087578,19.24762,0.09174987,0.090626,0.050914,,,,,
90,,,,,,1.2376623067224476e+18,,,24.86205,0.8571179,21.498839999999998,0.05259405,20.13723,0.02441197,19.66658,0.02464626,19.33127,0.08067641,0.21301599999999998,0.014153,,,,,
91,,,,,,1.237662306722448e+18,,,21.39099,0.1440471,19.73043,0.01726956,18.59754,0.01053167,18.17049,0.01076647,17.79399,0.03046497,0.165285,0.017526,,,,,
92,,,,,,1.237662306722448e+18,,,21.508210000000002,0.2151083,19.911360000000002,0.02467055,18.621010000000002,0.01274282,18.1692,0.013315200000000001,17.730179999999997,0.03933753,0.302874,0.045670999999999996,,,,,
93,,,,,,1.237662306722448e+18,,,22.016679999999997,0.21606999999999998,20.4467,0.02681492,18.98157,0.01267904,18.46585,0.0122869,18.10823,0.03601747,0.25148899999999996,0.017584,,,,,
94,,,,,,1.237662306722448e+18,,,22.824379999999998,0.4504651,20.459329999999998,0.02850235,19.0402,0.01380647,18.52385,0.01345873,18.151429999999998,0.03972113,0.227134,0.012482,,,,,
95,,,,,,1.237662306722448e+18,,,22.12068,0.2021378,20.31381,0.021829499999999998,19.14167,0.01274521,18.72174,0.01311101,18.48682,0.04192499,0.22601999999999997,0.022468000000000002,,,,,
96,,,,,,1.237662306722448e+18,,,22.74386,0.37985840000000004,20.55772,0.02790486,19.24174,0.014625799999999998,18.70489,0.03695991,18.431079999999998,0.04501467,0.21385500000000002,0.014629,,,,,
97,,,,,,1.237662306722448e+18,,,23.18425,0.42016729999999997,20.97881,0.0321833,19.640420000000002,0.01650469,19.08526,0.01571023,18.78145,0.04872078,0.221887,0.018536,,,,,
98,,,,,,1.237662306722448e+18,,,21.5554,0.14233629999999997,20.46823,0.02532494,19.54138,0.01762836,19.20089,0.01993724,18.80217,0.06153282,0.270947,0.050372,,,,,
99,,,,,,1.237662306722448e+18,,,22.357,0.291062,20.4031,0.02605922,19.12614,0.01416108,18.65644,0.01429375,18.29523,0.04263819,0.191503,0.008331999999999999,,,,,
100,,,,,,1.237662306722448e+18,,,22.80384,0.3860743,20.51572,0.02599374,19.219160000000002,0.01370021,18.74434,0.0137094,18.46535,0.04426771,0.229409,0.029082,,,,,
101,,,,,,1.237662306722448e+18,,,23.85162,0.6959233,21.23115,0.03920079,19.95753,0.02040517,19.50435,0.02087414,19.25515,0.0724911,0.197509,0.01986,,,,,
102,,,,,,1.237662306722448e+18,,,22.87323,0.40066999999999997,20.7324,0.03009699,19.41007,0.01537114,18.979879999999998,0.01591911,18.54446,0.04630728,0.2236,0.02072,,,,,
